# ----- layout -----
If you have another user who already has the same permissions as this user you can copy that user's role.;Jeśli jest już użytkownik posiadający takie uprawnienia jest ten użytkownik, możesz skopiować rolę tego użytkownika.
Select a User;Wybierz użytkownika
Copy Users Permissions;Skopiuj uprawnienia użytkownika

# ----- admin_report -----
Report: Admin Access Log;Raport: Logowania administratora
Admin Access Log;Log logwań administratora
More Reports;Więcej raportów
Date;Data
User;Użytkownik
Page;Strona
Report: Site traffic;Raport: Ruch na stronie
Traffic Report;Report ruchu na stronie
Weekly Summary;Podsumowanie tygodniowe
Day;Dzień
Traffic History;Historia ruchu
Week;Tydzień
Hits;Trafienia
More Reports;Więcej raportów
Admin access log;Log logowań administratora
Traffic report;Raport ruchu na stronie
Admin access log;Log logwań administratora

# ----- admin_page -----
Create a Page;Stwórz stronę
Create Page;Stwórz stronę
My Pages;Moje strony
Website;Strona
Note: The filenames are displayed as: (menu label/page title);Uwaga: Nazwy plików są wyświetlane jako (etykieta menu/nazwa strony)
The following pages are the pages that you have recently created.;Ostatnio zostały stworzone następujące strony.
Create New Page;Stwórz nową stronę
To create a new page enter the title and select the section below.;Aby stworzyc nową stronę wprowadź tytuł i wybierz sekcję poniżej.
Enter the title;Wprowadź tytuł
To create a new page...;Aby stworzyć nową stronę...
Step 1: Select the parent section;Krok 1: Wybierz sekcję nadrzędną
Parent Page;Strona nadrzędna
Site Root;Korzeń strony
Next >>;Dalej >>
Step 2: What type of page would you like to create?;Krok 2: Jaki rodzaj strony chcesz stworzyć?
Select a type;Wybierz typ
Step 3: Enter the name for your page;Krok 3: Wprawadź nazwę strony
Page Name;Nazwa strony
Create Page;Stwórz stronę
Update Page;Uaktualnij stronę
Page Options;Opcje strony
Page Versions;Wersje strony
Edit Content;Edytuj zawartość
Teaser:;Zapowiedź:
Edit Meta Data;Edytuj dane meta
Page Head and Meta Data;Nagłówek storny i dane meta
Filename:;Nazwa pliku
Meta Description:;Opis danych meta
Meta Keywords:;Słowa kluczowe
Search Tags:;Tagi wyszukiwania
Properties;Właściwości
Edit Page Properties;Edytuj właściwości stony
Property;Własność
Value;Wartość
Add a new property;Dodaj nową właściwość
Remove;Usuń
Update properties;Uaktualnij właściwości
Home Page;Strona domowa
404 Page;Strona 404
Design;Wygląd
Page Design;Wygląd stony
Current design;Obecny wygląd
The design is not yet set for this page.;Wygląd nie jest jeszcze ustawiony dla tej strony
Default;Domyślny
This is the standard page.;To jest standarowa strona.
Open design;Otwórz wygląd.
Other designs;Inne wyglądy
Make current;Zastosuj jako aktualny
Move Page;Przenieś stronę
Click the new parent page for this page to move it.;Kliknij nową stronę nadrzędną dla tej strony aby ją przenieść
Current Version;Aktualna wercja
Available Versions;Dostępne wercje
Open Page;Otwórz stronęOtwórz sronę
Delete Page;Usuń stronę
Edit Options;Opcje edycji
Page Details;Szczegóły strony
Search and Meta Tags;Tagi meta i wyszukiwania
Main Content;Głowna treść
Intro Content;Zawartość wstępna (intro)
Additional Content;Dodatkowa zawartość
Image;Obraz
Advanced Options;Opcje zaawansowane
Page Title;Tytuł storny
Page URL;URL strony
Note that you can optionally add a page headline.  If you do not the CMS will use your page title as the headline.;Uwaga: Możesz opcjonalnie dodać nagłówek strony. Jeśli tego nie zrobisz system użyje nazwy strony jako nagłówka.
Headline (optional);Nagłówek (opcjonalny)
Intro Text;Tekst intro
Additional Content;Dodatkowa zawartość
Attached Image;Załączony obraz
Current Image;Aktualny obraz
Remove Image;Usuń obraz
Select an Image;Wybierz obraz
Open;Otwórz
Open Menu;Otwórz menu

# ----- admin navigation -----
Navigation;Nawigacja
Update Menu;Uaktualnij menu
Navigation Options;Opcje nawigacji
Main Menu;Menu główne
click to toggle visibility;kliknij aby przełączyć widzialność
Save Changes;Zapisz zmiany

# ----- admin media -----
Media;Media
Media Options;Opcje mediów
Media Root;Korzeń mediów
Media Manager;Manager mediów
Create New Folder;Stwórz nowy katalog
Folder Name;Nazwa katalogu
Create Folder;Stwórz katalog
Open Folder;Otwórz katalog
Current Folder;Aktualny katalog
Current folder contents;Zawartość aktualnego katalogu
Subfolders;Podkatalogi
Full path;Pełna ścieżka
Files;Pliki
Browse Folder;Przeglądaj katalog
Upload Media;Załaduj media
Upload Files;Załaduj pliki
Select the files to upload;Wybierz pliki do załadowania
Create Subfolder;Stwórz podkatalog
Rename folder;Zmień nazwę katalogu
Rename Folder;Zmień nazwę katalogu
New Name;Nowa nazwa
You do not have any media files on the server;Nie masz żadnych mediów na serwerze

# ----- admin_design -----
Design;Wygląd
Current Designs;Obecne wyglądy
Create a new design;Stwórz nowy wygląd
Design details;Szczegóły wyglądu
Design Name;Nazwa wyglądu
Design Notes;Notatki wyglądu
Create Design;Stwóz wygląd
This is the default site design;Czy to jest domyślny wygląd strony?
Assets;Wartości
Step 1: Select Layout;Krok 1: Wybierz layout
Layout;Layout
Select One;Wybierz jeden
Step 2: Select Style Sheets;Krok 2: Wybierz arkusz stylu CSS
Step 3: Design specific styles;Krok 3: Specyficzne style wyglądu
Update Design;Uaktualnij wygląd
Design Options;Opcje wyglądu
Who Uses This?;Kto tego używa?
These are the pages that use this design:;To są strony które używają tego wyglądu:

# ----- admin modules -----
My Modules;Moje moduły
CMS Modules;Moduły CMS
Digitalus CMS uses a system of modules to add custom functionality to your site.;Digitalus CMS używa systemu modułów aby dodać dodatkowe funcjonalności do twojej strony.
Module Browser;Znajdź moduł
Sign up for newsletter;Zapisz się do newslettera
Headline;Nagłówek
Tagline;Tagi
Content Above;Zawartość górna
Select a module;Wybierz moduł
Select a module page;Wybierz stronę modułu
Enter the recipients email;Wprowadź odbiorców maila
Content below;Zawartość dolna

# ----- view helper -----
language;język
You are reading this page in;Czytasz tę stronę in języku
This page is also translated into;Ta strona jest również przetłumaczona na język
